1553515617.391079,POS,0,9839,27.89,0.59,1.69,50,x3F
1553515617.491081,POS,0,9839,27.74,0.35,1.66,50,x40
1553515617.590955,POS,0,9839,27.74,0.35,1.66,0,x41
1553515617.891065,POS,0,9839,27.46,0.17,2.14,50,x44
1553515617.990987,POS,0,9839,27.46,0.17,2.14,0,x45
1553515618.291071,POS,0,9839,27.06,0.07,2.79,50,x48
1553515618.391150,POS,0,9839,26.70,-0.00,3.35,50,x49
1553515618.491036,POS,0,9839,26.70,-0.00,3.35,0,x4A
1553515618.791257,POS,0,9839,26.26,-0.03,3.96,50,x4D
1553515618.891143,POS,0,9839,25.90,-0.03,4.47,50,x4E
1553515618.991047,POS,0,9839,25.90,-0.03,4.47,0,x4F
1553515619.291135,POS,0,9839,25.42,-0.03,5.01,50,x52
1553515619.391031,POS,0,9839,25.42,-0.03,5.01,0,x53
1553515620.990921,POS,0,9839,24.33,0.03,5.89,0,x63
1553515639.690907,POS,0,9839,23.65,-0.03,7.21,50,x15
1553515639.790817,POS,0,9839,23.65,-0.03,7.21,0,x16
1553515640.390898,POS,0,9839,22.52,-0.12,8.08,50,x1C
1553515640.490934,POS,0,9839,21.65,-0.19,8.73,50,x1D
1553515640.590818,POS,0,9839,21.65,-0.19,8.73,0,x1E
1553515641.890877,POS,0,9839,20.51,-0.12,8.92,50,x2B
1553515641.990880,POS,0,9839,20.51,-0.12,8.92,0,x2C
1553515642.390886,POS,0,9839,19.07,-0.02,8.71,50,x30
1553515642.490779,POS,0,9839,17.95,0.05,8.56,50,x31
1553515643.590652,POS,0,9839,17.95,0.05,8.56,0,x32
1553515693.290201,POS,0,9839,17.71,1.80,8.62,50,x8C
1553515693.390100,POS,0,9839,17.71,1.80,8.62,0,x8D
1553515694.790172,POS,0,9839,17.44,3.12,8.64,50,x9B
1553515694.890071,POS,0,9839,17.44,3.12,8.64,0,x9C
1553515701.990083,POS,0,9839,12.55,6.59,8.77,50,xE3
1553515702.490078,POS,0,9839,10.61,5.59,8.85,50,xE8
1553515702.589969,POS,0,9839,10.61,5.59,8.85,0,xE9
1553515702.690239,POS,0,9839,11.50,5.27,10.29,50,xEA
1553515702.790201,POS,0,9839,15.54,4.95,11.97,50,xEB
1553515702.890081,POS,0,9839,15.54,4.95,11.97,0,xEC
1553515702.990174,POS,0,9839,13.71,4.77,11.32,50,xED
1553515703.090179,POS,0,9839,12.16,4.65,10.68,50,xEE
1553515703.190166,POS,0,9839,11.39,4.52,10.87,50,xEF
1553515703.290079,POS,0,9839,11.39,4.52,10.87,0,xF0
1553515703.390174,POS,0,9839,11.47,4.41,11.79,50,xF1
1553515703.490182,POS,0,9839,12.72,4.33,13.25,50,xF2
1553515703.590085,POS,0,9839,12.72,4.33,13.25,0,xF3
1553515705.189963,POS,0,9839,9.90,4.77,11.83,0,x03
1553515708.490002,POS,0,9839,-3.80,6.88,5.83,50,x24
1553515708.590014,POS,0,9839,-4.28,6.75,4.54,50,x25
1553515708.689996,POS,0,9839,-4.62,6.68,3.69,50,x26
1553515708.790000,POS,0,9839,-4.85,6.60,3.00,50,x27
1553515708.889998,POS,0,9839,-4.99,6.52,2.46,50,x28
1553515708.989999,POS,0,9839,-5.09,6.48,2.13,50,x29
1553515709.089977,POS,0,9839,-5.14,6.48,2.10,50,x2A
1553515709.190001,POS,0,9839,-5.12,6.40,1.89,50,x2B
1553515709.289990,POS,0,9839,-5.04,6.34,1.81,50,x2C
1553515709.389889,POS,0,9839,-5.04,6.34,1.81,0,x2D
1553515709.590000,POS,0,9839,-4.83,6.23,2.17,50,x2F
1553515709.689990,POS,0,9839,-4.66,6.17,2.39,50,x30
1553515709.790000,POS,0,9839,-4.47,6.08,2.68,50,x31
1553515709.889996,POS,0,9839,-4.29,5.99,2.93,50,x32
1553515709.989970,POS,0,9839,-4.09,5.91,3.20,50,x33
1553515710.089877,POS,0,9839,-4.09,5.91,3.20,0,x34
1553515710.189970,POS,0,9839,-3.80,5.85,3.48,50,x35
1553515710.289999,POS,0,9839,-3.52,5.77,3.78,50,x36
1553515710.389976,POS,0,9839,-3.52,5.77,3.78,0,x37
1553515710.489978,POS,0,9839,-3.20,5.67,4.07,50,x38
1553515710.589977,POS,0,9839,-2.89,5.51,4.40,50,x39
1553515710.689974,POS,0,9839,-2.59,5.37,4.67,50,x3A
1553515710.789890,POS,0,9839,-2.59,5.37,4.67,0,x3B
1553515710.890153,POS,0,9839,-2.21,5.26,5.05,50,x3C
1553515710.989974,POS,0,9839,-1.86,5.18,5.32,50,x3D
1553515711.090101,POS,0,9839,-1.55,5.10,5.51,50,x3E
1553515711.189963,POS,0,9839,-1.27,5.00,5.68,50,x3F
1553515711.289964,POS,0,9839,-1.00,4.88,5.83,50,x40
1553515711.389968,POS,0,9839,-0.74,4.76,5.97,50,x41
1553515711.489875,POS,0,9839,-0.74,4.76,5.97,0,x42
